"STATISTIC","Statistic Label","TLIST(A1)","Year","C03315V03999","Provider","C03313V03997","Type of Financing Scheme","UNIT","VALUE"
"SHA14","Current Health Care Expenditure (Euro Million)","2016","2016","18","Providers of Preventive Care (HP.6)","-","All Current Health Care Expenditures - ICHA-HF Code (HF.1 - HF.3)","Euro Million","232.97"
"SHA14","Current Health Care Expenditure (Euro Million)","2016","2016","18","Providers of Preventive Care (HP.6)","01","Govt Financing Schemes and Compulsory Contributory Health Care Financing Schemes - ICHA-HF Code (HF.1)","Euro Million","209.65"
"SHA14","Current Health Care Expenditure (Euro Million)","2016","2016","18","Providers of Preventive Care (HP.6)","02","Govt Financing Schemes and Compulsory Contributory Health Care Financing Schemes - Government Schemes - ICHA-HF Code (HF.1.1)","Euro Million","209.65"
"SHA14","Current Health Care Expenditure (Euro Million)","2016","2016","18","Providers of Preventive Care (HP.6)","03","Govt Financing Schemes and Compulsory Contributory Health Care Financing Schemes - Compulsory Contributory Health Insurance Schemes - ICHA-HF Code (HF.1.2)","Euro Million",""
"SHA14","Current Health Care Expenditure (Euro Million)","2016","2016","18","Providers of Preventive Care (HP.6)","04","Voluntary Health Care Payment Schemes - ICHA-HF Code (HF.2)","Euro Million","23.32"
"SHA14","Current Health Care Expenditure (Euro Million)","2016","2016","18","Providers of Preventive Care (HP.6)","05","Voluntary Health Care Payment Schemes - Voluntary Health Insurance Schemes - ICHA-HF Code (HF.2.1)","Euro Million","0.06"
"SHA14","Current Health Care Expenditure (Euro Million)","2016","2016","18","Providers of Preventive Care (HP.6)","06","Voluntary Health Care Payment Schemes - Other Voluntary Payment Schemes - ICHA-HF Code (HF.2.3)","Euro Million","23.26"
"SHA14","Current Health Care Expenditure (Euro Million)","2016","2016","18","Providers of Preventive Care (HP.6)","07","Household Out-of-Pocket Payments - ICHA-HF Code (HF.3)","Euro Million","0"
"SHA14","Current Health Care Expenditure (Euro Million)","2016","2016","19","Providers of Health Care Administration and Financing (HP.7)","-","All Current Health Care Expenditures - ICHA-HF Code (HF.1 - HF.3)","Euro Million","542.6"
"SHA14","Current Health Care Expenditure (Euro Million)","2016","2016","19","Providers of Health Care Administration and Financing (HP.7)","01","Govt Financing Schemes and Compulsory Contributory Health Care Financing Schemes - ICHA-HF Code (HF.1)","Euro Million","162.23"
"SHA14","Current Health Care Expenditure (Euro Million)","2016","2016","19","Providers of Health Care Administration and Financing (HP.7)","02","Govt Financing Schemes and Compulsory Contributory Health Care Financing Schemes - Government Schemes - ICHA-HF Code (HF.1.1)","Euro Million","162.23"
"SHA14","Current Health Care Expenditure (Euro Million)","2016","2016","19","Providers of Health Care Administration and Financing (HP.7)","03","Govt Financing Schemes and Compulsory Contributory Health Care Financing Schemes - Compulsory Contributory Health Insurance Schemes - ICHA-HF Code (HF.1.2)","Euro Million",""
"SHA14","Current Health Care Expenditure (Euro Million)","2016","2016","19","Providers of Health Care Administration and Financing (HP.7)","04","Voluntary Health Care Payment Schemes - ICHA-HF Code (HF.2)","Euro Million","380.37"
"SHA14","Current Health Care Expenditure (Euro Million)","2016","2016","19","Providers of Health Care Administration and Financing (HP.7)","05","Voluntary Health Care Payment Schemes - Voluntary Health Insurance Schemes - ICHA-HF Code (HF.2.1)","Euro Million","364.38"
"SHA14","Current Health Care Expenditure (Euro Million)","2016","2016","19","Providers of Health Care Administration and Financing (HP.7)","06","Voluntary Health Care Payment Schemes - Other Voluntary Payment Schemes - ICHA-HF Code (HF.2.3)","Euro Million","15.99"
"SHA14","Current Health Care Expenditure (Euro Million)","2016","2016","19","Providers of Health Care Administration and Financing (HP.7)","07","Household Out-of-Pocket Payments - ICHA-HF Code (HF.3)","Euro Million",""
"SHA14","Current Health Care Expenditure (Euro Million)","2016","2016","23","Rest of the Economy (HP.8)","-","All Current Health Care Expenditures - ICHA-HF Code (HF.1 - HF.3)","Euro Million","991.7176048"
"SHA14","Current Health Care Expenditure (Euro Million)","2016","2016","23","Rest of the Economy (HP.8)","01","Govt Financing Schemes and Compulsory Contributory Health Care Financing Schemes - ICHA-HF Code (HF.1)","Euro Million","876.33"
"SHA14","Current Health Care Expenditure (Euro Million)","2016","2016","23","Rest of the Economy (HP.8)","02","Govt Financing Schemes and Compulsory Contributory Health Care Financing Schemes - Government Schemes - ICHA-HF Code (HF.1.1)","Euro Million","843.33"
"SHA14","Current Health Care Expenditure (Euro Million)","2016","2016","23","Rest of the Economy (HP.8)","03","Govt Financing Schemes and Compulsory Contributory Health Care Financing Schemes - Compulsory Contributory Health Insurance Schemes - ICHA-HF Code (HF.1.2)","Euro Million","33"
"SHA14","Current Health Care Expenditure (Euro Million)","2016","2016","23","Rest of the Economy (HP.8)","04","Voluntary Health Care Payment Schemes - ICHA-HF Code (HF.2)","Euro Million","109.1059352"
"SHA14","Current Health Care Expenditure (Euro Million)","2016","2016","23","Rest of the Economy (HP.8)","05","Voluntary Health Care Payment Schemes - Voluntary Health Insurance Schemes - ICHA-HF Code (HF.2.1)","Euro Million","0.05"
"SHA14","Current Health Care Expenditure (Euro Million)","2016","2016","23","Rest of the Economy (HP.8)","06","Voluntary Health Care Payment Schemes - Other Voluntary Payment Schemes - ICHA-HF Code (HF.2.3)","Euro Million","109.0559352"
"SHA14","Current Health Care Expenditure (Euro Million)","2016","2016","23","Rest of the Economy (HP.8)","07","Household Out-of-Pocket Payments - ICHA-HF Code (HF.3)","Euro Million","6.281669682"
"SHA14","Current Health Care Expenditure (Euro Million)","2016","2016","26","Rest of the World (HP.9)","-","All Current Health Care Expenditures - ICHA-HF Code (HF.1 - HF.3)","Euro Million","41.36"
"SHA14","Current Health Care Expenditure (Euro Million)","2016","2016","26","Rest of the World (HP.9)","01","Govt Financing Schemes and Compulsory Contributory Health Care Financing Schemes - ICHA-HF Code (HF.1)","Euro Million","21.86"
"SHA14","Current Health Care Expenditure (Euro Million)","2016","2016","26","Rest of the World (HP.9)","02","Govt Financing Schemes and Compulsory Contributory Health Care Financing Schemes - Government Schemes - ICHA-HF Code (HF.1.1)","Euro Million","21.86"
"SHA14","Current Health Care Expenditure (Euro Million)","2016","2016","26","Rest of the World (HP.9)","03","Govt Financing Schemes and Compulsory Contributory Health Care Financing Schemes - Compulsory Contributory Health Insurance Schemes - ICHA-HF Code (HF.1.2)","Euro Million",""
"SHA14","Current Health Care Expenditure (Euro Million)","2016","2016","26","Rest of the World (HP.9)","04","Voluntary Health Care Payment Schemes - ICHA-HF Code (HF.2)","Euro Million","19.5"
"SHA14","Current Health Care Expenditure (Euro Million)","2016","2016","26","Rest of the World (HP.9)","05","Voluntary Health Care Payment Schemes - Voluntary Health Insurance Schemes - ICHA-HF Code (HF.2.1)","Euro Million","19.5"
"SHA14","Current Health Care Expenditure (Euro Million)","2016","2016","26","Rest of the World (HP.9)","06","Voluntary Health Care Payment Schemes - Other Voluntary Payment Schemes - ICHA-HF Code (HF.2.3)","Euro Million","0"
"SHA14","Current Health Care Expenditure (Euro Million)","2016","2016","26","Rest of the World (HP.9)","07","Household Out-of-Pocket Payments - ICHA-HF Code (HF.3)","Euro Million","0"
"SHA14","Current Health Care Expenditure (Euro Million)","2016","2016","27","Providers N.E.C. (HP.0)","-","All Current Health Care Expenditures - ICHA-HF Code (HF.1 - HF.3)","Euro Million","167.9"
"SHA14","Current Health Care Expenditure (Euro Million)","2016","2016","27","Providers N.E.C. (HP.0)","01","Govt Financing Schemes and Compulsory Contributory Health Care Financing Schemes - ICHA-HF Code (HF.1)","Euro Million","164.2"
"SHA14","Current Health Care Expenditure (Euro Million)","2016","2016","27","Providers N.E.C. (HP.0)","02","Govt Financing Schemes and Compulsory Contributory Health Care Financing Schemes - Government Schemes - ICHA-HF Code (HF.1.1)","Euro Million","164.2"
"SHA14","Current Health Care Expenditure (Euro Million)","2016","2016","27","Providers N.E.C. (HP.0)","03","Govt Financing Schemes and Compulsory Contributory Health Care Financing Schemes - Compulsory Contributory Health Insurance Schemes - ICHA-HF Code (HF.1.2)","Euro Million",""
"SHA14","Current Health Care Expenditure (Euro Million)","2016","2016","27","Providers N.E.C. (HP.0)","04","Voluntary Health Care Payment Schemes - ICHA-HF Code (HF.2)","Euro Million","3.7"
"SHA14","Current Health Care Expenditure (Euro Million)","2016","2016","27","Providers N.E.C. (HP.0)","05","Voluntary Health Care Payment Schemes - Voluntary Health Insurance Schemes - ICHA-HF Code (HF.2.1)","Euro Million","3.7"
"SHA14","Current Health Care Expenditure (Euro Million)","2016","2016","27","Providers N.E.C. (HP.0)","06","Voluntary Health Care Payment Schemes - Other Voluntary Payment Schemes - ICHA-HF Code (HF.2.3)","Euro Million","0"
"SHA14","Current Health Care Expenditure (Euro Million)","2016","2016","27","Providers N.E.C. (HP.0)","07","Household Out-of-Pocket Payments - ICHA-HF Code (HF.3)","Euro Million",""
"SHA14","Current Health Care Expenditure (Euro Million)","2017","2017","-","All Current Health Care Expenditure (HP.1 to HP.0)","-","All Current Health Care Expenditures - ICHA-HF Code (HF.1 - HF.3)","Euro Million","21216.3404"
"SHA14","Current Health Care Expenditure (Euro Million)","2017","2017","-","All Current Health Care Expenditure (HP.1 to HP.0)","01","Govt Financing Schemes and Compulsory Contributory Health Care Financing Schemes - ICHA-HF Code (HF.1)","Euro Million","15487.19162"
"SHA14","Current Health Care Expenditure (Euro Million)","2017","2017","-","All Current Health Care Expenditure (HP.1 to HP.0)","02","Govt Financing Schemes and Compulsory Contributory Health Care Financing Schemes - Government Schemes - ICHA-HF Code (HF.1.1)","Euro Million","15409.64162"
"SHA14","Current Health Care Expenditure (Euro Million)","2017","2017","-","All Current Health Care Expenditure (HP.1 to HP.0)","03","Govt Financing Schemes and Compulsory Contributory Health Care Financing Schemes - Compulsory Contributory Health Insurance Schemes - ICHA-HF Code (HF.1.2)","Euro Million","77.55"
"SHA14","Current Health Care Expenditure (Euro Million)","2017","2017","-","All Current Health Care Expenditure (HP.1 to HP.0)","04","Voluntary Health Care Payment Schemes - ICHA-HF Code (HF.2)","Euro Million","3059.298918"
"SHA14","Current Health Care Expenditure (Euro Million)","2017","2017","-","All Current Health Care Expenditure (HP.1 to HP.0)","05","Voluntary Health Care Payment Schemes - Voluntary Health Insurance Schemes - ICHA-HF Code (HF.2.1)","Euro Million","2640.26"
"SHA14","Current Health Care Expenditure (Euro Million)","2017","2017","-","All Current Health Care Expenditure (HP.1 to HP.0)","06","Voluntary Health Care Payment Schemes - Other Voluntary Payment Schemes - ICHA-HF Code (HF.2.3)","Euro Million","419.0389178"
"SHA14","Current Health Care Expenditure (Euro Million)","2017","2017","-","All Current Health Care Expenditure (HP.1 to HP.0)","07","Household Out-of-Pocket Payments - ICHA-HF Code (HF.3)","Euro Million","2669.849865"
"SHA14","Current Health Care Expenditure (Euro Million)","2017","2017","01","Hospitals (HP.1)","-","All Current Health Care Expenditures - ICHA-HF Code (HF.1 - HF.3)","Euro Million","7868.03"
"SHA14","Current Health Care Expenditure (Euro Million)","2017","2017","01","Hospitals (HP.1)","01","Govt Financing Schemes and Compulsory Contributory Health Care Financing Schemes - ICHA-HF Code (HF.1)","Euro Million","5598.91"
"SHA14","Current Health Care Expenditure (Euro Million)","2017","2017","01","Hospitals (HP.1)","02","Govt Financing Schemes and Compulsory Contributory Health Care Financing Schemes - Government Schemes - ICHA-HF Code (HF.1.1)","Euro Million","5598.91"
"SHA14","Current Health Care Expenditure (Euro Million)","2017","2017","01","Hospitals (HP.1)","03","Govt Financing Schemes and Compulsory Contributory Health Care Financing Schemes - Compulsory Contributory Health Insurance Schemes - ICHA-HF Code (HF.1.2)","Euro Million",""
"SHA14","Current Health Care Expenditure (Euro Million)","2017","2017","01","Hospitals (HP.1)","04","Voluntary Health Care Payment Schemes - ICHA-HF Code (HF.2)","Euro Million","2128.12"
"SHA14","Current Health Care Expenditure (Euro Million)","2017","2017","01","Hospitals (HP.1)","05","Voluntary Health Care Payment Schemes - Voluntary Health Insurance Schemes - ICHA-HF Code (HF.2.1)","Euro Million","2035"
"SHA14","Current Health Care Expenditure (Euro Million)","2017","2017","01","Hospitals (HP.1)","06","Voluntary Health Care Payment Schemes - Other Voluntary Payment Schemes - ICHA-HF Code (HF.2.3)","Euro Million","93.12"
"SHA14","Current Health Care Expenditure (Euro Million)","2017","2017","01","Hospitals (HP.1)","07","Household Out-of-Pocket Payments - ICHA-HF Code (HF.3)","Euro Million","141"
"SHA14","Current Health Care Expenditure (Euro Million)","2017","2017","05","Long-Term Residential Facilities (HP.2)","-","All Current Health Care Expenditures - ICHA-HF Code (HF.1 - HF.3)","Euro Million","3853.909767"
"SHA14","Current Health Care Expenditure (Euro Million)","2017","2017","05","Long-Term Residential Facilities (HP.2)","01","Govt Financing Schemes and Compulsory Contributory Health Care Financing Schemes - ICHA-HF Code (HF.1)","Euro Million","3011.617962"
"SHA14","Current Health Care Expenditure (Euro Million)","2017","2017","05","Long-Term Residential Facilities (HP.2)","02","Govt Financing Schemes and Compulsory Contributory Health Care Financing Schemes - Government Schemes - ICHA-HF Code (HF.1.1)","Euro Million","3011.617962"
"SHA14","Current Health Care Expenditure (Euro Million)","2017","2017","05","Long-Term Residential Facilities (HP.2)","03","Govt Financing Schemes and Compulsory Contributory Health Care Financing Schemes - Compulsory Contributory Health Insurance Schemes - ICHA-HF Code (HF.1.2)","Euro Million",""
"SHA14","Current Health Care Expenditure (Euro Million)","2017","2017","05","Long-Term Residential Facilities (HP.2)","04","Voluntary Health Care Payment Schemes - ICHA-HF Code (HF.2)","Euro Million","116.7632954"
"SHA14","Current Health Care Expenditure (Euro Million)","2017","2017","05","Long-Term Residential Facilities (HP.2)","05","Voluntary Health Care Payment Schemes - Voluntary Health Insurance Schemes - ICHA-HF Code (HF.2.1)","Euro Million","26.77"
"SHA14","Current Health Care Expenditure (Euro Million)","2017","2017","05","Long-Term Residential Facilities (HP.2)","06","Voluntary Health Care Payment Schemes - Other Voluntary Payment Schemes - ICHA-HF Code (HF.2.3)","Euro Million","89.99329545"
"SHA14","Current Health Care Expenditure (Euro Million)","2017","2017","05","Long-Term Residential Facilities (HP.2)","07","Household Out-of-Pocket Payments - ICHA-HF Code (HF.3)","Euro Million","725.5285092"
"SHA14","Current Health Care Expenditure (Euro Million)","2017","2017","06","Ambulatory Health Care Provider (HP.3)","-","All Current Health Care Expenditures - ICHA-HF Code (HF.1 - HF.3)","Euro Million","4162.242208"
"SHA14","Current Health Care Expenditure (Euro Million)","2017","2017","06","Ambulatory Health Care Provider (HP.3)","01","Govt Financing Schemes and Compulsory Contributory Health Care Financing Schemes - ICHA-HF Code (HF.1)","Euro Million","2948.053659"
"SHA14","Current Health Care Expenditure (Euro Million)","2017","2017","06","Ambulatory Health Care Provider (HP.3)","02","Govt Financing Schemes and Compulsory Contributory Health Care Financing Schemes - Government Schemes - ICHA-HF Code (HF.1.1)","Euro Million","2926.953659"
"SHA14","Current Health Care Expenditure (Euro Million)","2017","2017","06","Ambulatory Health Care Provider (HP.3)","03","Govt Financing Schemes and Compulsory Contributory Health Care Financing Schemes - Compulsory Contributory Health Insurance Schemes - ICHA-HF Code (HF.1.2)","Euro Million","21.1"
"SHA14","Current Health Care Expenditure (Euro Million)","2017","2017","06","Ambulatory Health Care Provider (HP.3)","04","Voluntary Health Care Payment Schemes - ICHA-HF Code (HF.2)","Euro Million","210.151023"
"SHA14","Current Health Care Expenditure (Euro Million)","2017","2017","06","Ambulatory Health Care Provider (HP.3)","05","Voluntary Health Care Payment Schemes - Voluntary Health Insurance Schemes - ICHA-HF Code (HF.2.1)","Euro Million","132.36"
"SHA14","Current Health Care Expenditure (Euro Million)","2017","2017","06","Ambulatory Health Care Provider (HP.3)","06","Voluntary Health Care Payment Schemes - Other Voluntary Payment Schemes - ICHA-HF Code (HF.2.3)","Euro Million","77.79102302"
"SHA14","Current Health Care Expenditure (Euro Million)","2017","2017","06","Ambulatory Health Care Provider (HP.3)","07","Household Out-of-Pocket Payments - ICHA-HF Code (HF.3)","Euro Million","1004.037526"
"SHA14","Current Health Care Expenditure (Euro Million)","2017","2017","12","Ancillary Health Care Provider (HP.4)","-","All Current Health Care Expenditures - ICHA-HF Code (HF.1 - HF.3)","Euro Million","280.2145462"
"SHA14","Current Health Care Expenditure (Euro Million)","2017","2017","12","Ancillary Health Care Provider (HP.4)","01","Govt Financing Schemes and Compulsory Contributory Health Care Financing Schemes - ICHA-HF Code (HF.1)","Euro Million","204.11"
"SHA14","Current Health Care Expenditure (Euro Million)","2017","2017","12","Ancillary Health Care Provider (HP.4)","02","Govt Financing Schemes and Compulsory Contributory Health Care Financing Schemes - Government Schemes - ICHA-HF Code (HF.1.1)","Euro Million","204.11"
"SHA14","Current Health Care Expenditure (Euro Million)","2017","2017","12","Ancillary Health Care Provider (HP.4)","03","Govt Financing Schemes and Compulsory Contributory Health Care Financing Schemes - Compulsory Contributory Health Insurance Schemes - ICHA-HF Code (HF.1.2)","Euro Million",""
"SHA14","Current Health Care Expenditure (Euro Million)","2017","2017","12","Ancillary Health Care Provider (HP.4)","04","Voluntary Health Care Payment Schemes - ICHA-HF Code (HF.2)","Euro Million","33.27"
"SHA14","Current Health Care Expenditure (Euro Million)","2017","2017","12","Ancillary Health Care Provider (HP.4)","05","Voluntary Health Care Payment Schemes - Voluntary Health Insurance Schemes - ICHA-HF Code (HF.2.1)","Euro Million","31.98"
"SHA14","Current Health Care Expenditure (Euro Million)","2017","2017","12","Ancillary Health Care Provider (HP.4)","06","Voluntary Health Care Payment Schemes - Other Voluntary Payment Schemes - ICHA-HF Code (HF.2.3)","Euro Million","1.29"
"SHA14","Current Health Care Expenditure (Euro Million)","2017","2017","12","Ancillary Health Care Provider (HP.4)","07","Household Out-of-Pocket Payments - ICHA-HF Code (HF.3)","Euro Million","42.83454623"
"SHA14","Current Health Care Expenditure (Euro Million)","2017","2017","15","Retailer of Medical Goods (HP.5)","-","All Current Health Care Expenditures - ICHA-HF Code (HF.1 - HF.3)","Euro Million","2900.647802"
"SHA14","Current Health Care Expenditure (Euro Million)","2017","2017","15","Retailer of Medical Goods (HP.5)","01","Govt Financing Schemes and Compulsory Contributory Health Care Financing Schemes - ICHA-HF Code (HF.1)","Euro Million","2150.57"
"SHA14","Current Health Care Expenditure (Euro Million)","2017","2017","15","Retailer of Medical Goods (HP.5)","02","Govt Financing Schemes and Compulsory Contributory Health Care Financing Schemes - Government Schemes - ICHA-HF Code (HF.1.1)","Euro Million","2130.75"
"SHA14","Current Health Care Expenditure (Euro Million)","2017","2017","15","Retailer of Medical Goods (HP.5)","03","Govt Financing Schemes and Compulsory Contributory Health Care Financing Schemes - Compulsory Contributory Health Insurance Schemes - ICHA-HF Code (HF.1.2)","Euro Million","19.82"
"SHA14","Current Health Care Expenditure (Euro Million)","2017","2017","15","Retailer of Medical Goods (HP.5)","04","Voluntary Health Care Payment Schemes - ICHA-HF Code (HF.2)","Euro Million","0"
"SHA14","Current Health Care Expenditure (Euro Million)","2017","2017","15","Retailer of Medical Goods (HP.5)","05","Voluntary Health Care Payment Schemes - Voluntary Health Insurance Schemes - ICHA-HF Code (HF.2.1)","Euro Million",""
"SHA14","Current Health Care Expenditure (Euro Million)","2017","2017","15","Retailer of Medical Goods (HP.5)","06","Voluntary Health Care Payment Schemes - Other Voluntary Payment Schemes - ICHA-HF Code (HF.2.3)","Euro Million",""
"SHA14","Current Health Care Expenditure (Euro Million)","2017","2017","15","Retailer of Medical Goods (HP.5)","07","Household Out-of-Pocket Payments - ICHA-HF Code (HF.3)","Euro Million","750.0778018"
"SHA14","Current Health Care Expenditure (Euro Million)","2017","2017","18","Providers of Preventive Care (HP.6)","-","All Current Health Care Expenditures - ICHA-HF Code (HF.1 - HF.3)","Euro Million","256.93"
"SHA14","Current Health Care Expenditure (Euro Million)","2017","2017","18","Providers of Preventive Care (HP.6)","01","Govt Financing Schemes and Compulsory Contributory Health Care Financing Schemes - ICHA-HF Code (HF.1)","Euro Million","231.82"
"SHA14","Current Health Care Expenditure (Euro Million)","2017","2017","18","Providers of Preventive Care (HP.6)","02","Govt Financing Schemes and Compulsory Contributory Health Care Financing Schemes - Government Schemes - ICHA-HF Code (HF.1.1)","Euro Million","231.82"
"SHA14","Current Health Care Expenditure (Euro Million)","2017","2017","18","Providers of Preventive Care (HP.6)","03","Govt Financing Schemes and Compulsory Contributory Health Care Financing Schemes - Compulsory Contributory Health Insurance Schemes - ICHA-HF Code (HF.1.2)","Euro Million",""
"SHA14","Current Health Care Expenditure (Euro Million)","2017","2017","18","Providers of Preventive Care (HP.6)","04","Voluntary Health Care Payment Schemes - ICHA-HF Code (HF.2)","Euro Million","25.11"
"SHA14","Current Health Care Expenditure (Euro Million)","2017","2017","18","Providers of Preventive Care (HP.6)","05","Voluntary Health Care Payment Schemes - Voluntary Health Insurance Schemes - ICHA-HF Code (HF.2.1)","Euro Million","0"
"SHA14","Current Health Care Expenditure (Euro Million)","2017","2017","18","Providers of Preventive Care (HP.6)","06","Voluntary Health Care Payment Schemes - Other Voluntary Payment Schemes - ICHA-HF Code (HF.2.3)","Euro Million","25.11"
"SHA14","Current Health Care Expenditure (Euro Million)","2017","2017","18","Providers of Preventive Care (HP.6)","07","Household Out-of-Pocket Payments - ICHA-HF Code (HF.3)","Euro Million","0"
"SHA14","Current Health Care Expenditure (Euro Million)","2017","2017","19","Providers of Health Care Administration and Financing (HP.7)","-","All Current Health Care Expenditures - ICHA-HF Code (HF.1 - HF.3)","Euro Million","562.08"
"SHA14","Current Health Care Expenditure (Euro Million)","2017","2017","19","Providers of Health Care Administration and Financing (HP.7)","01","Govt Financing Schemes and Compulsory Contributory Health Care Financing Schemes - ICHA-HF Code (HF.1)","Euro Million","155.82"
"SHA14","Current Health Care Expenditure (Euro Million)","2017","2017","19","Providers of Health Care Administration and Financing (HP.7)","02","Govt Financing Schemes and Compulsory Contributory Health Care Financing Schemes - Government Schemes - ICHA-HF Code (HF.1.1)","Euro Million","155.82"
"SHA14","Current Health Care Expenditure (Euro Million)","2017","2017","19","Providers of Health Care Administration and Financing (HP.7)","03","Govt Financing Schemes and Compulsory Contributory Health Care Financing Schemes - Compulsory Contributory Health Insurance Schemes - ICHA-HF Code (HF.1.2)","Euro Million",""
"SHA14","Current Health Care Expenditure (Euro Million)","2017","2017","19","Providers of Health Care Administration and Financing (HP.7)","04","Voluntary Health Care Payment Schemes - ICHA-HF Code (HF.2)","Euro Million","406.26"
"SHA14","Current Health Care Expenditure (Euro Million)","2017","2017","19","Providers of Health Care Administration and Financing (HP.7)","05","Voluntary Health Care Payment Schemes - Voluntary Health Insurance Schemes - ICHA-HF Code (HF.2.1)","Euro Million","389.96"
"SHA14","Current Health Care Expenditure (Euro Million)","2017","2017","19","Providers of Health Care Administration and Financing (HP.7)","06","Voluntary Health Care Payment Schemes - Other Voluntary Payment Schemes - ICHA-HF Code (HF.2.3)","Euro Million","16.3"
"SHA14","Current Health Care Expenditure (Euro Million)","2017","2017","19","Providers of Health Care Administration and Financing (HP.7)","07","Household Out-of-Pocket Payments - ICHA-HF Code (HF.3)","Euro Million",""
"SHA14","Current Health Care Expenditure (Euro Million)","2017","2017","23","Rest of the Economy (HP.8)","-","All Current Health Care Expenditures - ICHA-HF Code (HF.1 - HF.3)","Euro Million","1100.106082"
"SHA14","Current Health Care Expenditure (Euro Million)","2017","2017","23","Rest of the Economy (HP.8)","01","Govt Financing Schemes and Compulsory Contributory Health Care Financing Schemes - ICHA-HF Code (HF.1)","Euro Million","978.36"
"SHA14","Current Health Care Expenditure (Euro Million)","2017","2017","23","Rest of the Economy (HP.8)","02","Govt Financing Schemes and Compulsory Contributory Health Care Financing Schemes - Government Schemes - ICHA-HF Code (HF.1.1)","Euro Million","941.73"
"SHA14","Current Health Care Expenditure (Euro Million)","2017","2017","23","Rest of the Economy (HP.8)","03","Govt Financing Schemes and Compulsory Contributory Health Care Financing Schemes - Compulsory Contributory Health Insurance Schemes - ICHA-HF Code (HF.1.2)","Euro Million","36.63"
"SHA14","Current Health Care Expenditure (Euro Million)","2017","2017","23","Rest of the Economy (HP.8)","04","Voluntary Health Care Payment Schemes - ICHA-HF Code (HF.2)","Euro Million","115.3745993"
"SHA14","Current Health Care Expenditure (Euro Million)","2017","2017","23","Rest of the Economy (HP.8)","05","Voluntary Health Care Payment Schemes - Voluntary Health Insurance Schemes - ICHA-HF Code (HF.2.1)","Euro Million","0.09"
"SHA14","Current Health Care Expenditure (Euro Million)","2017","2017","23","Rest of the Economy (HP.8)","06","Voluntary Health Care Payment Schemes - Other Voluntary Payment Schemes - ICHA-HF Code (HF.2.3)","Euro Million","115.2845993"
"SHA14","Current Health Care Expenditure (Euro Million)","2017","2017","23","Rest of the Economy (HP.8)","07","Household Out-of-Pocket Payments - ICHA-HF Code (HF.3)","Euro Million","6.371482377"
"SHA14","Current Health Care Expenditure (Euro Million)","2017","2017","26","Rest of the World (HP.9)","-","All Current Health Care Expenditures - ICHA-HF Code (HF.1 - HF.3)","Euro Million","55.18"
"SHA14","Current Health Care Expenditure (Euro Million)","2017","2017","26","Rest of the World (HP.9)","01","Govt Financing Schemes and Compulsory Contributory Health Care Financing Schemes - ICHA-HF Code (HF.1)","Euro Million","35.43"
"SHA14","Current Health Care Expenditure (Euro Million)","2017","2017","26","Rest of the World (HP.9)","02","Govt Financing Schemes and Compulsory Contributory Health Care Financing Schemes - Government Schemes - ICHA-HF Code (HF.1.1)","Euro Million","35.43"
"SHA14","Current Health Care Expenditure (Euro Million)","2017","2017","26","Rest of the World (HP.9)","03","Govt Financing Schemes and Compulsory Contributory Health Care Financing Schemes - Compulsory Contributory Health Insurance Schemes - ICHA-HF Code (HF.1.2)","Euro Million",""
"SHA14","Current Health Care Expenditure (Euro Million)","2017","2017","26","Rest of the World (HP.9)","04","Voluntary Health Care Payment Schemes - ICHA-HF Code (HF.2)","Euro Million","19.75"
"SHA14","Current Health Care Expenditure (Euro Million)","2017","2017","26","Rest of the World (HP.9)","05","Voluntary Health Care Payment Schemes - Voluntary Health Insurance Schemes - ICHA-HF Code (HF.2.1)","Euro Million","19.6"
"SHA14","Current Health Care Expenditure (Euro Million)","2017","2017","26","Rest of the World (HP.9)","06","Voluntary Health Care Payment Schemes - Other Voluntary Payment Schemes - ICHA-HF Code (HF.2.3)","Euro Million","0.15"
"SHA14","Current Health Care Expenditure (Euro Million)","2017","2017","26","Rest of the World (HP.9)","07","Household Out-of-Pocket Payments - ICHA-HF Code (HF.3)","Euro Million","0"
"SHA14","Current Health Care Expenditure (Euro Million)","2017","2017","27","Providers N.E.C. (HP.0)","-","All Current Health Care Expenditures - ICHA-HF Code (HF.1 - HF.3)","Euro Million","177"
"SHA14","Current Health Care Expenditure (Euro Million)","2017","2017","27","Providers N.E.C. (HP.0)","01","Govt Financing Schemes and Compulsory Contributory Health Care Financing Schemes - ICHA-HF Code (HF.1)","Euro Million","172.5"
"SHA14","Current Health Care Expenditure (Euro Million)","2017","2017","27","Providers N.E.C. (HP.0)","02","Govt Financing Schemes and Compulsory Contributory Health Care Financing Schemes - Government Schemes - ICHA-HF Code (HF.1.1)","Euro Million","172.5"
"SHA14","Current Health Care Expenditure (Euro Million)","2017","2017","27","Providers N.E.C. (HP.0)","03","Govt Financing Schemes and Compulsory Contributory Health Care Financing Schemes - Compulsory Contributory Health Insurance Schemes - ICHA-HF Code (HF.1.2)","Euro Million",""
"SHA14","Current Health Care Expenditure (Euro Million)","2017","2017","27","Providers N.E.C. (HP.0)","04","Voluntary Health Care Payment Schemes - ICHA-HF Code (HF.2)","Euro Million","4.5"
"SHA14","Current Health Care Expenditure (Euro Million)","2017","2017","27","Providers N.E.C. (HP.0)","05","Voluntary Health Care Payment Schemes - Voluntary Health Insurance Schemes - ICHA-HF Code (HF.2.1)","Euro Million","4.5"
